date,hub_id,orders,active_clients,fuel_price,is_weekend,is_festival,demand
2021-08-19,2,758,103,84.83,0,0,923
2021-08-20,2,811,106,103.64,0,0,912
2021-08-21,2,829,95,95.38,1,0,979
2021-08-22,2,732,76,100.51,1,1,1110
2021-08-23,2,818,153,92.05,0,0,1055
2021-08-24,2,795,156,85.21,0,0,1015
2021-08-25,2,809,134,96.11,0,0,878
2021-08-26,2,814,71,93.53,0,0,820
2021-08-27,2,792,119,91.87,0,0,922
2021-08-28,2,835,114,97.79,1,0,1006
2021-08-29,2,753,158,94.82,1,0,1103
2021-08-30,2,836,73,98.2,0,0,834
2021-08-31,2,817,148,96.36,0,0,995
2021-09-01,2,788,106,97.77,0,0,905
2021-09-02,2,795,78,93.39,0,0,837
2021-09-03,2,791,159,96.5,0,0,1010
2021-09-04,2,782,96,100.25,1,0,967
2021-09-05,2,786,146,101.22,1,0,1053
2021-09-06,2,752,107,93.88,0,1,1013
2021-09-07,2,828,115,95.99,0,0,1001
2021-09-08,2,799,130,92.73,0,0,918
2021-09-09,2,765,95,96.66,0,0,895
2021-09-10,2,810,91,95.41,0,0,866
2021-09-11,2,833,144,104.42,1,1,1201
2021-09-12,2,778,140,93.51,1,0,988
2021-09-13,2,801,128,96.89,0,0,917
2021-09-14,2,816,121,83.1,0,0,960
2021-09-15,2,826,134,100.32,0,0,958
2021-09-16,2,796,156,93.85,0,0,913
2021-09-17,2,803,123,85.22,0,0,938
2021-09-18,2,811,92,93.94,1,0,876
2021-09-19,2,865,98,103.65,1,0,899
2021-09-20,2,790,153,83.18,0,0,940
2021-09-21,2,771,141,100.57,0,0,952
2021-09-22,2,845,110,95.85,0,0,967
2021-09-23,2,781,121,87.98,0,0,822
2021-09-24,2,788,116,90.66,0,0,782
2021-09-25,2,812,127,97.83,1,0,1094
2021-09-26,2,796,122,96.36,1,1,1213
2021-09-27,2,824,130,98.11,0,0,903
2021-09-28,2,770,84,90.52,0,0,775
2021-09-29,2,841,156,98.12,0,0,1103
2021-09-30,2,812,105,87.15,0,0,899
2021-10-01,2,790,99,107.61,0,0,738
2021-10-02,2,815,122,93.07,1,0,1048
2021-10-03,2,797,84,93.09,1,1,1120
2021-10-04,2,787,86,99.67,0,0,785
2021-10-05,2,823,90,92.33,0,0,908
2021-10-06,2,810,75,92.77,0,1,1055
2021-10-07,2,794,146,89.43,0,0,1038
2021-10-08,2,865,125,93.74,0,0,1001
2021-10-09,2,777,86,94.63,1,0,879
2021-10-10,2,808,73,90.61,1,0,891
2021-10-11,2,816,101,93.87,0,0,897
2021-10-12,2,839,134,101.24,0,0,945
2021-10-13,2,772,115,96.35,0,0,848
2021-10-14,2,775,95,92.95,0,1,1019
2021-10-15,2,782,85,95.94,0,0,750
2021-10-16,2,760,81,86.14,1,0,987
2021-10-17,2,786,77,109.55,1,0,891
2021-10-18,2,785,98,89.96,0,0,833
2021-10-19,2,782,155,92.14,0,0,948
2021-10-20,2,831,123,103.38,0,0,964
2021-10-21,2,824,138,95.45,0,0,983
2021-10-22,2,775,125,97.6,0,0,1005
2021-10-23,2,813,81,97.14,1,0,1063
2021-10-24,2,801,90,93.19,1,0,933
2021-10-25,2,756,145,94.13,0,0,995
2021-10-26,2,843,109,88.5,0,1,1116
2021-10-27,2,819,98,97.37,0,0,842
2021-10-28,2,791,156,104.96,0,0,1003
2021-10-29,2,798,79,92.9,0,0,866
2021-10-30,2,786,77,96.36,1,1,1047
2021-10-31,2,748,85,100.06,1,0,848
2021-11-01,2,860,133,103.86,0,0,1020
2021-11-02,2,842,145,85.85,0,0,1009
2021-11-03,2,775,73,100.36,0,0,713
2021-11-04,2,811,74,95.22,0,0,746
2021-11-05,2,823,107,94.71,0,1,1103
2021-11-06,2,797,108,86.07,1,0,1013
2021-11-07,2,776,96,95.37,1,0,972
2021-11-08,2,785,86,97.54,0,0,806
2021-11-09,2,777,77,94.66,0,0,784
2021-11-10,2,837,80,95.88,0,0,884
2021-11-11,2,714,106,88.75,0,0,822
2021-11-12,2,820,129,98.49,0,0,1001
2021-11-13,2,746,152,94.4,1,0,1075
2021-11-14,2,846,74,87.53,1,0,986
2021-11-15,2,810,96,93.5,0,0,805
2021-11-16,2,827,119,98.89,0,1,1161
2021-11-17,2,770,153,101.66,0,0,892
2021-11-18,2,817,123,89.84,0,0,866
2021-11-19,2,842,75,88.36,0,0,878
2021-11-20,2,816,99,92.7,1,1,1173
2021-11-21,2,828,140,97.5,1,0,1091
2021-11-22,2,745,70,91.8,0,1,915
2021-11-23,2,797,135,96.97,0,0,872
2021-11-24,2,762,103,98.71,0,0,825
2021-11-25,2,767,121,90.72,0,0,955
2021-11-26,2,811,117,88.92,0,1,1056
2021-11-27,2,798,90,97.27,1,0,977
2021-11-28,2,805,121,96.67,1,0,1010
2021-11-29,2,807,154,92.17,0,0,960
2021-11-30,2,837,97,101.41,0,0,926
2021-12-01,2,809,132,90.56,0,0,867
2021-12-02,2,828,143,92.66,0,0,1011
2021-12-03,2,759,147,88.58,0,0,934
2021-12-04,2,819,113,96.48,1,0,999
2021-12-05,2,824,108,101.86,1,0,989
2021-12-06,2,771,91,93.7,0,0,839
2021-12-07,2,770,149,95.65,0,0,871
2021-12-08,2,791,104,108.89,0,0,824
2021-12-09,2,811,77,94.22,0,0,984
2021-12-10,2,774,159,95.27,0,0,927
2021-12-11,2,826,98,99.65,1,0,1069
2021-12-12,2,784,116,100.11,1,0,970
2021-12-13,2,793,88,91.29,0,0,874
2021-12-14,2,822,93,103.17,0,0,854
2021-12-15,2,825,133,95.72,0,0,930
2021-12-16,2,776,111,98.73,0,0,895
2021-12-17,2,797,83,89.68,0,0,809
2021-12-18,2,844,140,92.57,1,0,1100
2021-12-19,2,768,75,99.27,1,0,830
2021-12-20,2,804,83,98.97,0,0,789
2021-12-21,2,840,92,101.39,0,0,894
2021-12-22,2,766,156,98.6,0,0,1003
2021-12-23,2,801,103,83.47,0,0,914
2021-12-24,2,835,112,92.45,0,0,887
2021-12-25,2,812,157,107.71,1,0,1057
2021-12-26,2,835,155,93.29,1,0,1133
2021-12-27,2,775,142,93.55,0,0,920
2021-12-28,2,784,105,97.0,0,1,1064
2021-12-29,2,787,122,95.77,0,0,902
2021-12-30,2,819,137,100.48,0,0,987
2021-12-31,2,776,156,99.09,0,0,898
2022-01-01,2,783,89,92.09,1,1,1122
2022-01-02,2,799,144,99.57,1,0,1049
2022-01-03,2,784,73,96.95,0,0,699
2022-01-04,2,776,99,96.13,0,0,809
2022-01-05,2,819,135,91.71,0,0,882
2022-01-06,2,747,146,97.07,0,0,846
2022-01-07,2,779,98,94.96,0,0,883
2022-01-08,2,787,119,103.26,1,1,1149
2022-01-09,2,779,97,95.44,1,0,948
2022-01-10,2,805,90,86.72,0,0,843
2022-01-11,2,821,125,92.26,0,0,963
2022-01-12,2,819,113,99.34,0,0,940
2022-01-13,2,832,125,85.58,0,0,924
2022-01-14,2,816,73,75.55,0,0,821
2022-01-15,2,839,126,92.44,1,0,1017
2022-01-16,2,773,154,96.03,1,0,1082
2022-01-17,2,791,139,96.08,0,0,887
2022-01-18,2,797,152,95.79,0,0,1011
2022-01-19,2,835,93,101.87,0,0,866
2022-01-20,2,815,108,95.58,0,0,782
2022-01-21,2,843,116,85.45,0,0,969
2022-01-22,2,760,117,90.74,1,0,928
2022-01-23,2,836,106,87.13,1,0,1061
2022-01-24,2,792,88,92.26,0,1,1037
2022-01-25,2,852,85,99.2,0,0,909
2022-01-26,2,837,107,88.57,0,0,927
2022-01-27,2,740,81,97.88,0,0,731
2022-01-28,2,837,85,99.51,0,0,872
2022-01-29,2,819,144,106.14,1,0,1083
2022-01-30,2,791,135,94.77,1,1,1301
2022-01-31,2,785,84,88.89,0,0,871
2022-02-01,2,767,141,94.9,0,1,1089
2022-02-02,2,830,94,90.99,0,0,863
2022-02-03,2,810,93,100.52,0,0,890
2022-02-04,2,808,83,97.62,0,0,770
2022-02-05,2,798,71,95.19,1,0,920
2022-02-06,2,774,85,100.26,1,0,899
2022-02-07,2,768,125,96.65,0,0,851
2022-02-08,2,803,142,88.58,0,1,1187
2022-02-09,2,777,132,97.86,0,0,906
2022-02-10,2,829,109,102.56,0,0,899
2022-02-11,2,811,108,91.91,0,1,1037
2022-02-12,2,801,90,92.0,1,0,1014
2022-02-13,2,823,105,102.5,1,0,968
2022-02-14,2,791,87,105.34,0,0,788
2022-02-15,2,771,156,91.07,0,1,1177
2022-02-16,2,792,94,106.68,0,0,798
2022-02-17,2,785,123,96.58,0,0,912
2022-02-18,2,798,113,100.48,0,1,1024
2022-02-19,2,804,155,94.68,1,0,1070
2022-02-20,2,783,72,92.01,1,0,820
2022-02-21,2,771,151,83.83,0,0,994
2022-02-22,2,868,124,90.33,0,0,926
2022-02-23,2,798,109,101.82,0,0,777
2022-02-24,2,811,145,102.5,0,0,863
2022-02-25,2,861,102,99.54,0,0,946
2022-02-26,2,828,91,101.04,1,0,1095
2022-02-27,2,807,121,91.29,1,0,915
2022-02-28,2,786,103,98.91,0,0,817
2022-03-01,2,776,113,91.88,0,0,918
2022-03-02,2,819,131,102.53,0,1,1225
2022-03-03,2,798,156,97.49,0,1,1189
2022-03-04,2,785,89,91.74,0,0,747
2022-03-05,2,793,149,84.82,1,0,1011
2022-03-06,2,799,108,100.92,1,0,946
2022-03-07,2,781,121,93.62,0,0,924
2022-03-08,2,851,110,98.07,0,1,1056
2022-03-09,2,793,146,88.84,0,0,952
2022-03-10,2,797,72,99.08,0,0,819
2022-03-11,2,802,81,95.65,0,0,761
2022-03-12,2,835,98,94.46,1,0,1037
2022-03-13,2,777,159,86.22,1,0,1097
2022-03-14,2,787,85,91.59,0,0,794
2022-03-15,2,791,96,99.42,0,0,805
2022-03-16,2,828,108,102.15,0,0,899
2022-03-17,2,774,147,89.13,0,1,1185
2022-03-18,2,786,148,94.7,0,0,983
2022-03-19,2,829,91,86.19,1,0,1079
2022-03-20,2,850,91,95.52,1,0,1045
2022-03-21,2,807,99,105.68,0,1,1003
2022-03-22,2,804,118,101.97,0,0,939
2022-03-23,2,815,114,103.87,0,0,865
2022-03-24,2,794,83,99.94,0,0,825
2022-03-25,2,782,134,111.66,0,0,856
2022-03-26,2,824,150,87.68,1,0,1012
2022-03-27,2,821,123,92.78,1,0,1067
2022-03-28,2,859,135,103.7,0,0,967
2022-03-29,2,786,80,94.7,0,0,831
2022-03-30,2,827,149,102.85,0,0,1024
2022-03-31,2,783,116,97.57,0,0,943
2022-04-01,2,740,113,103.58,0,0,817
2022-04-02,2,836,132,96.13,1,0,1167
2022-04-03,2,794,133,97.2,1,1,1237
2022-04-04,2,799,135,93.16,0,0,913
2022-04-05,2,807,140,89.99,0,0,889
2022-04-06,2,842,114,94.18,0,0,967
2022-04-07,2,781,151,94.78,0,0,938
2022-04-08,2,857,140,99.69,0,0,966
2022-04-09,2,833,148,90.58,1,1,1302
2022-04-10,2,768,158,98.26,1,0,1172
2022-04-11,2,793,149,94.42,0,0,887
2022-04-12,2,807,79,98.95,0,0,795
2022-04-13,2,767,116,93.34,0,0,870
2022-04-14,2,818,146,96.41,0,0,1007
2022-04-15,2,785,104,93.67,0,0,785
2022-04-16,2,771,105,94.21,1,0,963
2022-04-17,2,763,142,91.08,1,0,1010
2022-04-18,2,811,96,93.48,0,0,914
2022-04-19,2,789,80,90.02,0,0,789
2022-04-20,2,796,151,95.64,0,0,914
2022-04-21,2,810,76,98.22,0,0,897
2022-04-22,2,776,152,86.29,0,0,901
2022-04-23,2,776,152,83.57,1,0,1092
2022-04-24,2,852,154,86.7,1,0,1211
2022-04-25,2,821,134,93.18,0,0,987
2022-04-26,2,826,111,86.47,0,0,819
2022-04-27,2,776,79,93.86,0,0,757
2022-04-28,2,836,99,104.3,0,0,807
2022-04-29,2,745,78,104.59,0,1,949
2022-04-30,2,783,106,99.54,1,0,1095
2022-05-01,2,742,102,90.32,1,0,797
2022-05-02,2,836,130,86.35,0,0,1029
2022-05-03,2,823,120,93.74,0,0,874
2022-05-04,2,770,70,98.56,0,0,732
2022-05-05,2,807,146,96.29,0,0,976
2022-05-06,2,806,158,95.72,0,0,954
2022-05-07,2,803,131,94.62,1,0,1036
2022-05-08,2,804,150,95.52,1,0,1034
2022-05-09,2,850,82,88.84,0,0,871
2022-05-10,2,815,110,102.21,0,0,853
2022-05-11,2,834,127,100.62,0,0,926
2022-05-12,2,791,111,104.86,0,0,851
2022-05-13,2,820,95,88.49,0,0,876
2022-05-14,2,788,93,88.56,1,0,985
2022-05-15,2,827,108,96.4,1,0,980
2022-05-16,2,795,141,102.49,0,0,958
2022-05-17,2,818,113,91.84,0,0,895
2022-05-18,2,830,124,93.32,0,0,894
2022-05-19,2,782,147,93.23,0,0,981
2022-05-20,2,848,142,96.61,0,0,973
2022-05-21,2,790,115,92.05,1,0,1016
2022-05-22,2,849,82,79.51,1,0,1098
2022-05-23,2,799,92,109.02,0,0,781
2022-05-24,2,836,87,89.09,0,0,825
2022-05-25,2,846,126,81.37,0,0,896
2022-05-26,2,827,132,103.78,0,0,967
2022-05-27,2,744,154,93.06,0,0,931
2022-05-28,2,847,141,91.07,1,0,1067
2022-05-29,2,750,153,99.41,1,0,983
2022-05-30,2,814,123,98.53,0,0,917
2022-05-31,2,857,120,94.04,0,0,908
2022-06-01,2,813,91,104.29,0,0,912
2022-06-02,2,783,113,86.61,0,0,820
2022-06-03,2,827,134,86.03,0,0,953
2022-06-04,2,822,103,99.48,1,0,925
2022-06-05,2,791,115,101.24,1,0,972
2022-06-06,2,828,92,88.13,0,0,889
2022-06-07,2,807,148,94.52,0,0,972
2022-06-08,2,794,79,94.65,0,0,869
2022-06-09,2,818,107,89.33,0,0,978
2022-06-10,2,826,115,102.2,0,0,928
2022-06-11,2,817,87,99.2,1,0,942
2022-06-12,2,785,83,90.18,1,0,1013
2022-06-13,2,779,133,97.96,0,0,881
2022-06-14,2,798,127,89.11,0,0,904
2022-06-15,2,772,144,91.01,0,0,957
2022-06-16,2,818,91,92.05,0,0,841
2022-06-17,2,802,99,97.0,0,0,793
2022-06-18,2,837,99,94.98,1,0,1013
2022-06-19,2,781,110,96.7,1,0,991
2022-06-20,2,837,159,102.79,0,0,884
2022-06-21,2,840,105,93.19,0,0,821
2022-06-22,2,816,157,85.88,0,0,983
2022-06-23,2,823,85,96.13,0,0,873
2022-06-24,2,815,111,106.34,0,0,912
2022-06-25,2,799,107,101.36,1,0,1015
2022-06-26,2,775,98,98.45,1,0,983
2022-06-27,2,773,82,89.46,0,0,726
2022-06-28,2,797,159,85.43,0,0,988
2022-06-29,2,755,109,89.88,0,0,918
2022-06-30,2,816,145,87.56,0,1,1192
2022-07-01,2,777,140,93.91,0,0,943
2022-07-02,2,775,116,104.0,1,0,1128
2022-07-03,2,834,123,94.73,1,0,1022
2022-07-04,2,796,143,91.05,0,1,1094
2022-07-05,2,829,105,100.12,0,0,945
2022-07-06,2,820,135,95.66,0,0,954
2022-07-07,2,788,152,95.59,0,0,920
2022-07-08,2,830,104,97.54,0,0,907
2022-07-09,2,798,119,94.38,1,0,1060
2022-07-10,2,793,85,97.2,1,0,951
2022-07-11,2,790,133,84.76,0,1,1086
2022-07-12,2,805,117,105.78,0,0,957
2022-07-13,2,817,156,90.22,0,0,957
2022-07-14,2,783,91,90.58,0,1,1030
2022-07-15,2,764,156,99.78,0,0,841
2022-07-16,2,806,146,85.98,1,0,1079
2022-07-17,2,814,146,98.08,1,0,1051
2022-07-18,2,793,106,91.62,0,0,985
2022-07-19,2,811,86,108.37,0,0,826
2022-07-20,2,795,91,95.33,0,0,867
2022-07-21,2,824,139,93.64,0,0,995
2022-07-22,2,786,142,94.57,0,0,965
2022-07-23,2,811,149,92.6,1,0,1054
2022-07-24,2,777,81,91.41,1,0,1001
2022-07-25,2,782,128,89.46,0,0,1009
2022-07-26,2,810,120,106.88,0,0,898
2022-07-27,2,796,84,90.88,0,0,831
2022-07-28,2,795,106,80.22,0,0,791
2022-07-29,2,816,143,110.14,0,1,1076
2022-07-30,2,820,78,101.29,1,0,962
2022-07-31,2,830,155,104.36,1,0,1046
2022-08-01,2,810,78,92.26,0,0,806
2022-08-02,2,805,116,99.01,0,0,865
2022-08-03,2,770,74,99.78,0,1,891
2022-08-04,2,796,80,89.84,0,0,827
2022-08-05,2,789,105,91.12,0,0,846
2022-08-06,2,775,113,97.21,1,0,1027
2022-08-07,2,816,87,110.04,1,0,927
2022-08-08,2,818,135,90.7,0,0,961
2022-08-09,2,804,159,87.15,0,0,1040
2022-08-10,2,823,97,87.51,0,0,898
2022-08-11,2,792,154,105.52,0,0,928
2022-08-12,2,794,78,105.18,0,0,750
2022-08-13,2,801,81,88.62,1,0,891
2022-08-14,2,836,91,92.0,1,0,943
2022-08-15,2,827,135,84.46,0,0,1008
2022-08-16,2,789,126,100.08,0,0,803
2022-08-17,2,778,151,91.12,0,0,887
2022-08-18,2,782,120,93.5,0,0,901
2022-08-19,2,825,128,96.07,0,0,933
2022-08-20,2,803,90,97.75,1,0,1014
2022-08-21,2,828,73,104.45,1,1,1172
2022-08-22,2,795,106,99.72,0,0,902
2022-08-23,2,829,150,105.48,0,0,916
2022-08-24,2,836,123,91.04,0,0,933
2022-08-25,2,801,145,86.91,0,0,965
2022-08-26,2,821,71,97.57,0,0,806
2022-08-27,2,768,102,97.87,1,0,857
2022-08-28,2,763,148,86.78,1,0,1033
2022-08-29,2,823,159,91.92,0,0,944
2022-08-30,2,820,128,90.6,0,0,895
2022-08-31,2,754,108,87.72,0,0,765
2022-09-01,2,761,158,98.88,0,0,881
2022-09-02,2,841,134,101.85,0,0,948
2022-09-03,2,788,88,90.54,1,0,927
2022-09-04,2,776,89,92.68,1,0,920
2022-09-05,2,804,84,95.2,0,0,805
2022-09-06,2,764,115,97.51,0,0,804
2022-09-07,2,823,107,97.05,0,0,936
2022-09-08,2,788,107,102.07,0,0,754
2022-09-09,2,776,149,105.51,0,0,920
2022-09-10,2,797,131,93.99,1,0,1201
2022-09-11,2,836,116,91.19,1,0,1074
2022-09-12,2,775,110,105.39,0,1,1025
2022-09-13,2,803,146,107.67,0,0,959
2022-09-14,2,780,157,92.86,0,0,830
2022-09-15,2,771,145,102.85,0,1,1154
2022-09-16,2,800,92,93.35,0,0,866
2022-09-17,2,785,84,86.39,1,0,962
2022-09-18,2,794,130,94.59,1,0,1023
2022-09-19,2,799,74,74.98,0,0,898
2022-09-20,2,810,71,92.69,0,0,822
2022-09-21,2,821,141,102.77,0,0,978
2022-09-22,2,795,76,101.74,0,0,736
2022-09-23,2,770,122,96.37,0,0,767
2022-09-24,2,759,122,94.57,1,0,944
2022-09-25,2,760,110,96.05,1,0,877
2022-09-26,2,772,130,96.53,0,0,830
2022-09-27,2,811,156,92.9,0,0,959
2022-09-28,2,849,153,89.23,0,1,1313
2022-09-29,2,729,132,91.32,0,0,860
2022-09-30,2,822,102,87.44,0,1,1112
2022-10-01,2,813,145,83.96,1,0,1180
2022-10-02,2,770,78,95.42,1,0,912
2022-10-03,2,839,127,90.37,0,0,952
2022-10-04,2,760,110,93.88,0,0,830
2022-10-05,2,805,157,91.85,0,0,998
2022-10-06,2,805,101,95.71,0,0,889
2022-10-07,2,776,140,98.36,0,0,983
2022-10-08,2,813,115,96.38,1,0,956
2022-10-09,2,804,141,96.27,1,0,1047
2022-10-10,2,794,152,86.89,0,0,994
2022-10-11,2,798,134,108.03,0,0,886
2022-10-12,2,815,139,97.01,0,0,1030
2022-10-13,2,781,106,100.18,0,0,768
2022-10-14,2,811,140,99.36,0,0,969
2022-10-15,2,829,101,101.58,1,0,1042
2022-10-16,2,801,95,95.25,1,0,918
2022-10-17,2,812,80,96.03,0,0,840
2022-10-18,2,812,139,94.48,0,0,910
2022-10-19,2,819,148,82.08,0,0,983
2022-10-20,2,791,88,85.91,0,0,857
2022-10-21,2,803,95,80.73,0,0,855
2022-10-22,2,786,153,90.17,1,0,1084
2022-10-23,2,799,81,90.17,1,0,960
2022-10-24,2,826,143,100.42,0,0,914
2022-10-25,2,769,159,104.88,0,0,941
2022-10-26,2,810,115,102.94,0,0,892
2022-10-27,2,845,83,95.65,0,0,869
2022-10-28,2,798,146,99.7,0,0,962
2022-10-29,2,832,72,86.92,1,1,1157
2022-10-30,2,793,131,101.27,1,0,1067
2022-10-31,2,812,118,94.38,0,0,973
2022-11-01,2,792,156,96.44,0,0,1014
2022-11-02,2,841,131,89.62,0,0,1028
2022-11-03,2,764,72,95.74,0,0,709
2022-11-04,2,802,153,94.23,0,0,1020
2022-11-05,2,803,81,91.9,1,0,935
2022-11-06,2,820,129,98.29,1,0,1064
2022-11-07,2,783,89,96.72,0,0,813
2022-11-08,2,824,97,109.31,0,1,1150
2022-11-09,2,841,144,82.93,0,0,1051
2022-11-10,2,807,138,96.0,0,0,952
2022-11-11,2,806,73,94.62,0,0,856
2022-11-12,2,794,149,107.47,1,0,1076
2022-11-13,2,777,129,95.93,1,0,1006
2022-11-14,2,864,78,97.29,0,0,914
2022-11-15,2,833,103,106.58,0,0,851
2022-11-16,2,774,149,92.28,0,0,907
2022-11-17,2,834,105,91.17,0,0,890
2022-11-18,2,785,135,102.71,0,0,840
2022-11-19,2,797,122,99.0,1,0,1018
2022-11-20,2,812,150,89.86,1,0,1049
2022-11-21,2,805,82,107.19,0,0,754
2022-11-22,2,817,113,112.45,0,0,910
2022-11-23,2,783,148,110.12,0,1,1120
2022-11-24,2,781,136,96.91,0,0,893
2022-11-25,2,780,136,98.78,0,0,903
2022-11-26,2,772,70,93.29,1,0,792
2022-11-27,2,854,155,96.88,1,0,1126
2022-11-28,2,796,147,108.27,0,0,989
2022-11-29,2,808,80,94.21,0,0,767
2022-11-30,2,772,110,97.12,0,0,864
2022-12-01,2,762,101,94.73,0,0,802
2022-12-02,2,841,71,97.99,0,0,801
2022-12-03,2,793,101,97.48,1,0,1098
2022-12-04,2,834,158,94.06,1,0,1176
2022-12-05,2,794,84,104.07,0,0,804
2022-12-06,2,823,122,84.92,0,0,988
2022-12-07,2,800,148,85.61,0,0,889
2022-12-08,2,835,158,112.06,0,0,1010
2022-12-09,2,753,130,97.17,0,0,857
2022-12-10,2,794,80,94.97,1,0,942
2022-12-11,2,771,146,95.59,1,0,939
2022-12-12,2,749,133,99.29,0,0,773
2022-12-13,2,797,121,93.15,0,0,933
2022-12-14,2,792,122,97.08,0,0,866
2022-12-15,2,830,100,89.26,0,0,842
2022-12-16,2,807,86,97.11,0,0,733
2022-12-17,2,818,77,95.09,1,0,996
2022-12-18,2,847,81,84.57,1,0,861
2022-12-19,2,835,71,103.64,0,0,789
2022-12-20,2,744,147,88.47,0,0,876
2022-12-21,2,787,97,82.46,0,0,929
2022-12-22,2,823,135,88.49,0,0,998
2022-12-23,2,768,132,102.88,0,0,923
2022-12-24,2,772,130,83.5,1,0,952
2022-12-25,2,751,144,104.0,1,0,987
2022-12-26,2,766,154,96.27,0,0,916
2022-12-27,2,822,115,97.12,0,0,784
2022-12-28,2,791,71,87.24,0,0,751
2022-12-29,2,824,107,98.14,0,0,961
2022-12-30,2,836,116,94.7,0,0,943
2022-12-31,2,816,88,90.29,1,0,932
2023-01-01,2,828,90,98.74,1,0,939
2023-01-02,2,771,116,88.7,0,0,883
2023-01-03,2,770,92,91.73,0,0,827
2023-01-04,2,805,144,100.13,0,1,1209
2023-01-05,2,780,148,101.76,0,1,1141
2023-01-06,2,805,113,93.34,0,0,961
2023-01-07,2,726,146,100.94,1,0,1062
2023-01-08,2,787,138,87.12,1,1,1213
2023-01-09,2,832,150,101.96,0,0,956
2023-01-10,2,813,129,93.23,0,0,958
2023-01-11,2,798,110,97.64,0,0,881
2023-01-12,2,761,147,90.2,0,0,946
2023-01-13,2,776,139,96.07,0,0,845
2023-01-14,2,802,84,94.64,1,0,934
2023-01-15,2,777,128,92.73,1,0,1001
2023-01-16,2,781,76,105.31,0,0,807
2023-01-17,2,842,129,94.75,0,0,964
2023-01-18,2,845,138,87.72,0,0,984
2023-01-19,2,800,123,83.4,0,0,908
2023-01-20,2,774,80,91.57,0,0,899
2023-01-21,2,802,119,88.54,1,0,1060
2023-01-22,2,808,157,94.44,1,0,1064
2023-01-23,2,809,115,102.66,0,1,1044
2023-01-24,2,876,155,100.87,0,0,1017
2023-01-25,2,761,140,83.37,0,0,859
2023-01-26,2,809,76,100.17,0,0,818
2023-01-27,2,785,73,94.5,0,0,749
2023-01-28,2,790,99,94.18,1,0,956
2023-01-29,2,774,158,86.84,1,0,1165
2023-01-30,2,736,143,101.86,0,0,828
2023-01-31,2,774,142,94.86,0,1,1080
2023-02-01,2,801,144,96.49,0,0,917
2023-02-02,2,801,98,92.07,0,0,814
2023-02-03,2,816,88,99.78,0,0,818
2023-02-04,2,793,146,99.55,1,0,1118
2023-02-05,2,800,80,95.83,1,0,1027
2023-02-06,2,807,104,90.65,0,0,877
2023-02-07,2,764,110,97.27,0,1,985
2023-02-08,2,786,111,96.57,0,0,842
2023-02-09,2,823,82,98.91,0,0,897
2023-02-10,2,809,140,94.14,0,0,960
2023-02-11,2,805,107,85.42,1,1,1279
2023-02-12,2,778,79,86.15,1,0,914
2023-02-13,2,847,141,89.04,0,0,959
2023-02-14,2,768,138,96.32,0,0,973
2023-02-15,2,852,151,95.18,0,0,992
2023-02-16,2,781,92,94.27,0,0,788
2023-02-17,2,852,98,98.33,0,0,966
2023-02-18,2,807,141,93.04,1,0,1106
2023-02-19,2,776,150,103.68,1,0,1066
2023-02-20,2,777,106,100.2,0,0,741
2023-02-21,2,809,136,95.75,0,0,928
2023-02-22,2,778,131,91.16,0,0,787
2023-02-23,2,831,117,88.64,0,1,1016
2023-02-24,2,876,151,100.9,0,0,981
2023-02-25,2,766,97,90.97,1,0,945
2023-02-26,2,804,125,95.76,1,0,1054
2023-02-27,2,783,158,89.39,0,0,1006
2023-02-28,2,773,74,86.93,0,0,780
2023-03-01,2,814,99,99.67,0,0,843
2023-03-02,2,829,137,88.06,0,0,953
2023-03-03,2,804,116,95.8,0,0,888
2023-03-04,2,802,128,95.95,1,0,1029
2023-03-05,2,770,125,103.16,1,0,940
2023-03-06,2,813,111,90.0,0,0,868
2023-03-07,2,847,101,95.91,0,0,858
2023-03-08,2,772,114,96.26,0,0,927
2023-03-09,2,858,80,87.91,0,1,1082
2023-03-10,2,747,130,102.59,0,0,850
2023-03-11,2,786,108,94.14,1,0,948
2023-03-12,2,790,127,103.01,1,0,990
2023-03-13,2,798,82,96.01,0,0,790
2023-03-14,2,760,98,95.45,0,0,826
2023-03-15,2,821,73,99.78,0,0,730
2023-03-16,2,829,159,78.0,0,0,1006
2023-03-17,2,767,78,95.33,0,0,816
2023-03-18,2,763,85,96.99,1,0,939
2023-03-19,2,812,73,98.53,1,0,935
2023-03-20,2,811,138,93.06,0,0,870
2023-03-21,2,756,73,93.01,0,0,837
2023-03-22,2,770,128,84.97,0,0,966
2023-03-23,2,818,74,92.8,0,0,806
2023-03-24,2,822,113,102.24,0,0,900
2023-03-25,2,818,139,95.5,1,0,1051
2023-03-26,2,804,119,92.72,1,0,1076
2023-03-27,2,776,98,98.23,0,0,864
2023-03-28,2,784,130,104.75,0,0,896
2023-03-29,2,795,107,98.69,0,0,878
2023-03-30,2,824,95,88.82,0,0,788
2023-03-31,2,783,157,96.36,0,0,955
2023-04-01,2,740,86,91.0,1,0,939
2023-04-02,2,825,109,94.15,1,0,1003
2023-04-03,2,774,150,96.84,0,0,915
2023-04-04,2,843,70,95.69,0,0,778
2023-04-05,2,762,141,93.74,0,0,815
2023-04-06,2,757,83,93.37,0,0,850
2023-04-07,2,791,102,88.78,0,0,841
2023-04-08,2,858,76,100.21,1,0,1051
2023-04-09,2,781,84,98.61,1,0,967
